['statefp', 'state_name', 'countyfp', 'county_name'],
['35', 'New Mexico', '47', 'San Miguel County'],
['35', 'New Mexico', '49', 'Santa Fe County'],
['35', 'New Mexico', '51', 'Sierra County'],
['35', 'New Mexico', '53', 'Socorro County'],
['35', 'New Mexico', '55', 'Taos County'],
['35', 'New Mexico', '57', 'Torrance County'],
['35', 'New Mexico', '59', 'Union County'],
['35', 'New Mexico', '61', 'Valencia County'],
['36', 'New York', '1', 'Albany County'],
['36', 'New York', '3', 'Allegany County'],
['36', 'New York', '5', 'Bronx County'],
['36', 'New York', '7', 'Broome County'],
['36', 'New York', '9', 'Cattaraugus County'],
['36', 'New York', '11', 'Cayuga County'],
['36', 'New York', '13', 'Chautauqua County'],
['36', 'New York', '15', 'Chemung County'],
['36', 'New York', '17', 'Chenango County'],
['36', 'New York', '19', 'Clinton County'],
['36', 'New York', '21', 'Columbia County'],
['36', 'New York', '23', 'Cortland County'],
['36', 'New York', '25', 'Delaware County'],
['36', 'New York', '27', 'Dutchess County'],
['36', 'New York', '29', 'Erie County'],
['36', 'New York', '31', 'Essex County'],
['36', 'New York', '33', 'Franklin County'],
['36', 'New York', '35', 'Fulton County'],
['36', 'New York', '37', 'Genesee County'],
['36', 'New York', '39', 'Greene County'],
['36', 'New York', '41', 'Hamilton County'],
['36', 'New York', '43', 'Herkimer County'],
['36', 'New York', '45', 'Jefferson County'],
['36', 'New York', '47', 'Kings County'],
['36', 'New York', '5', 'the Bronx Borough'],
['36', 'New York', '47', 'Brooklyn Borough'],
['36', 'New York', '61', 'Manhattan Borough'],
['36', 'New York', '85', 'Staten Island Borough'],
['36', 'New York', '49', 'Lewis County'],
['36', 'New York', '51', 'Livingston County'],
['36', 'New York', '53', 'Madison County'],
['36', 'New York', '55', 'Monroe County'],
['36', 'New York', '57', 'Montgomery County'],
['36', 'New York', '59', 'Nassau County'],
['36', 'New York', '61', 'New York County'],
['36', 'New York', '63', 'Niagara County'],
['36', 'New York', '65', 'Oneida County'],
['36', 'New York', '67', 'Onondaga County'],
['36', 'New York', '69', 'Ontario County'],
['36', 'New York', '71', 'Orange County'],
['36', 'New York', '73', 'Orleans County'],
['36', 'New York', '75', 'Oswego County'],
['36', 'New York', '77', 'Otsego County'],
['36', 'New York', '79', 'Putnam County'],
['36', 'New York', '81', 'Queens County'],
['36', 'New York', '83', 'Rensselaer County'],
['36', 'New York', '85', 'Richmond County'],
['36', 'New York', '87', 'Rockland County'],
['36', 'New York', '89', 'St. Lawrence County'],
['36', 'New York', '91', 'Saratoga County'],
['36', 'New York', '93', 'Schenectady County'],
['36', 'New York', '95', 'Schoharie County'],
['36', 'New York', '97', 'Schuyler County'],
['36', 'New York', '99', 'Seneca County'],
['36', 'New York', '101', 'Steuben County'],
['36', 'New York', '103', 'Suffolk County'],
['36', 'New York', '105', 'Sullivan County'],
['36', 'New York', '107', 'Tioga County'],
['36', 'New York', '109', 'Tompkins County'],
['36', 'New York', '111', 'Ulster County'],
['36', 'New York', '113', 'Warren County'],
['36', 'New York', '115', 'Washington County'],
['36', 'New York', '117', 'Wayne County'],
['36', 'New York', '119', 'Westchester County'],
['36', 'New York', '121', 'Wyoming County'],
['36', 'New York', '123', 'Yates County'],
['37', 'North Carolina', '1', 'Alamance County'],
['37', 'North Carolina', '3', 'Alexander County'],
['37', 'North Carolina', '5', 'Alleghany County'],
['37', 'North Carolina', '7', 'Anson County'],
['37', 'North Carolina', '9', 'Ashe County'],
['37', 'North Carolina', '11', 'Avery County'],
['37', 'North Carolina', '13', 'Beaufort County'],
['37', 'North Carolina', '15', 'Bertie County'],
['37', 'North Carolina', '17', 'Bladen County'],
['37', 'North Carolina', '19', 'Brunswick County'],
['37', 'North Carolina', '21', 'Buncombe County'],
['37', 'North Carolina', '23', 'Burke County'],
['37', 'North Carolina', '25', 'Cabarrus County'],
['37', 'North Carolina', '27', 'Caldwell County'],
['37', 'North Carolina', '29', 'Camden County'],
['37', 'North Carolina', '31', 'Carteret County'],
['37', 'North Carolina', '33', 'Caswell County'],
['37', 'North Carolina', '35', 'Catawba County'],
['37', 'North Carolina', '37', 'Chatham County'],
['37', 'North Carolina', '39', 'Cherokee County'],
['37', 'North Carolina', '41', 'Chowan County'],
['37', 'North Carolina', '43', 'Clay County'],
['37', 'North Carolina', '45', 'Cleveland County'],
['37', 'North Carolina', '47', 'Columbus County'],
['37', 'North Carolina', '49', 'Craven County'],
['37', 'North Carolina', '51', 'Cumberland County'],
['37', 'North Carolina', '53', 'Currituck County'],
['37', 'North Carolina', '55', 'Dare County'],
['37', 'North Carolina', '57', 'Davidson County'],
['37', 'North Carolina', '59', 'Davie County'],
['37', 'North Carolina', '61', 'Duplin County'],
['37', 'North Carolina', '63', 'Durham County'],
['37', 'North Carolina', '65', 'Edgecombe County'],
['37', 'North Carolina', '67', 'Forsyth County'],
['37', 'North Carolina', '69', 'Franklin County'],
['37', 'North Carolina', '71', 'Gaston County'],
['37', 'North Carolina', '73', 'Gates County'],
['37', 'North Carolina', '75', 'Graham County'],
['37', 'North Carolina', '77', 'Granville County'],
['37', 'North Carolina', '79', 'Greene County'],
['37', 'North Carolina', '81', 'Guilford County'],
['37', 'North Carolina', '83', 'Halifax County'],
['37', 'North Carolina', '85', 'Harnett County'],
['37', 'North Carolina', '87', 'Haywood County'],
['37', 'North Carolina', '89', 'Henderson County'],
['37', 'North Carolina', '91', 'Hertford County'],
['37', 'North Carolina', '93', 'Hoke County'],
['37', 'North Carolina', '95', 'Hyde County'],
['37', 'North Carolina', '97', 'Iredell County'],
['37', 'North Carolina', '99', 'Jackson County'],
['37', 'North Carolina', '101', 'Johnston County'],
['37', 'North Carolina', '103', 'Jones County'],
['37', 'North Carolina', '105', 'Lee County'],
['37', 'North Carolina', '107', 'Lenoir County'],
['37', 'North Carolina', '109', 'Lincoln County'],
['37', 'North Carolina', '111', 'McDowell County'],
['37', 'North Carolina', '113', 'Macon County'],
['37', 'North Carolina', '115', 'Madison County'],
['37', 'North Carolina', '117', 'Martin County'],
['37', 'North Carolina', '119', 'Mecklenburg County'],
['37', 'North Carolina', '121', 'Mitchell County'],
['37', 'North Carolina', '123', 'Montgomery County'],
['37', 'North Carolina', '125', 'Moore County'],
['37', 'North Carolina', '127', 'Nash County'],
['37', 'North Carolina', '129', 'New Hanover County'],
['37', 'North Carolina', '131', 'Northampton County'],
['37', 'North Carolina', '133', 'Onslow County'],
['37', 'North Carolina', '135', 'Orange County'],
['37', 'North Carolina', '137', 'Pamlico County'],
['37', 'North Carolina', '139', 'Pasquotank County'],
['37', 'North Carolina', '141', 'Pender County'],
['37', 'North Carolina', '143', 'Perquimans County'],
['37', 'North Carolina', '145', 'Person County'],
['37', 'North Carolina', '147', 'Pitt County'],
['37', 'North Carolina', '149', 'Polk County'],
['37', 'North Carolina', '151', 'Randolph County'],
['37', 'North Carolina', '153', 'Richmond County'],
['37', 'North Carolina', '155', 'Robeson County'],
['37', 'North Carolina', '157', 'Rockingham County'],
['37', 'North Carolina', '159', 'Rowan County'],
['37', 'North Carolina', '161', 'Rutherford County'],
['37', 'North Carolina', '163', 'Sampson County'],
['37', 'North Carolina', '165', 'Scotland County'],
['37', 'North Carolina', '167', 'Stanly County'],
['37', 'North Carolina', '169', 'Stokes County'],
['37', 'North Carolina', '171', 'Surry County'],
['37', 'North Carolina', '173', 'Swain County'],
['37', 'North Carolina', '175', 'Transylvania County'],
['37', 'North Carolina', '177', 'Tyrrell County'],
['37', 'North Carolina', '179', 'Union County'],
['37', 'North Carolina', '181', 'Vance County'],
['37', 'North Carolina', '183', 'Wake County'],
['37', 'North Carolina', '185', 'Warren County'],
['37', 'North Carolina', '187', 'Washington County'],
['37', 'North Carolina', '189', 'Watauga County'],
['37', 'North Carolina', '191', 'Wayne County'],
['37', 'North Carolina', '193', 'Wilkes County'],
['37', 'North Carolina', '195', 'Wilson County'],
['37', 'North Carolina', '197', 'Yadkin County'],
['37', 'North Carolina', '199', 'Yancey County'],
['38', 'North Dakota', '1', 'Adams County'],
['38', 'North Dakota', '3', 'Barnes County'],
['38', 'North Dakota', '5', 'Benson County'],
['38', 'North Dakota', '7', 'Billings County'],
['38', 'North Dakota', '9', 'Bottineau County'],
['38', 'North Dakota', '11', 'Bowman County'],
['38', 'North Dakota', '13', 'Burke County'],
['38', 'North Dakota', '15', 'Burleigh County'],
['38', 'North Dakota', '17', 'Cass County'],
['38', 'North Dakota', '19', 'Cavalier County'],
['38', 'North Dakota', '21', 'Dickey County'],
['38', 'North Dakota', '23', 'Divide County'],
['38', 'North Dakota', '25', 'Dunn County'],
['38', 'North Dakota', '27', 'Eddy County'],
['38', 'North Dakota', '29', 'Emmons County'],
['38', 'North Dakota', '31', 'Foster County'],
['38', 'North Dakota', '33', 'Golden Valley County'],
['38', 'North Dakota', '35', 'Grand Forks County'],
['38', 'North Dakota', '37', 'Grant County'],
['38', 'North Dakota', '39', 'Griggs County'],
['38', 'North Dakota', '41', 'Hettinger County'],
['38', 'North Dakota', '43', 'Kidder County'],
['38', 'North Dakota', '45', 'LaMoure County'],
['38', 'North Dakota', '47', 'Logan County'],
['38', 'North Dakota', '49', 'McHenry County'],
['38', 'North Dakota', '51', 'McIntosh County'],
['38', 'North Dakota', '53', 'McKenzie County'],
['38', 'North Dakota', '55', 'McLean County'],
['38', 'North Dakota', '57', 'Mercer County'],
['38', 'North Dakota', '59', 'Morton County'],
['38', 'North Dakota', '61', 'Mountrail County'],
['38', 'North Dakota', '63', 'Nelson County'],
['38', 'North Dakota', '65', 'Oliver County'],
['38', 'North Dakota', '67', 'Pembina County'],
['38', 'North Dakota', '69', 'Pierce County'],
['38', 'North Dakota', '71', 'Ramsey County'],
['38', 'North Dakota', '73', 'Ransom County'],
['38', 'North Dakota', '75', 'Renville County'],
['38', 'North Dakota', '77', 'Richland County'],
['38', 'North Dakota', '79', 'Rolette County'],
['38', 'North Dakota', '81', 'Sargent County'],
['38', 'North Dakota', '83', 'Sheridan County'],
['38', 'North Dakota', '85', 'Sioux County'],
['38', 'North Dakota', '87', 'Slope County'],
['38', 'North Dakota', '89', 'Stark County'],
['38', 'North Dakota', '91', 'Steele County'],
['38', 'North Dakota', '93', 'Stutsman County'],
['38', 'North Dakota', '95', 'Towner County'],
['38', 'North Dakota', '97', 'Traill County'],
['38', 'North Dakota', '99', 'Walsh County'],
['38', 'North Dakota', '101', 'Ward County'],
['38', 'North Dakota', '103', 'Wells County'],
['38', 'North Dakota', '105', 'Williams County'],
['39', 'Ohio', '1', 'Adams County'],
['39', 'Ohio', '3', 'Allen County'],
['39', 'Ohio', '5', 'Ashland County'],
['39', 'Ohio', '7', 'Ashtabula County'],
['39', 'Ohio', '9', 'Athens County'],
['39', 'Ohio', '11', 'Auglaize County'],
['39', 'Ohio', '13', 'Belmont County'],
['39', 'Ohio', '15', 'Brown County'],
['39', 'Ohio', '17', 'Butler County'],
['39', 'Ohio', '19', 'Carroll County'],
['39', 'Ohio', '21', 'Champaign County'],
['39', 'Ohio', '23', 'Clark County'],
['39', 'Ohio', '25', 'Clermont County'],
['39', 'Ohio', '27', 'Clinton County'],
['39', 'Ohio', '29', 'Columbiana County'],
['39', 'Ohio', '31', 'Coshocton County'],
['39', 'Ohio', '33', 'Crawford County'],
['39', 'Ohio', '35', 'Cuyahoga County'],
['39', 'Ohio', '37', 'Darke County'],
['39', 'Ohio', '39', 'Defiance County'],
['39', 'Ohio', '41', 'Delaware County'],
['39', 'Ohio', '43', 'Erie County'],
['39', 'Ohio', '45', 'Fairfield County'],
['39', 'Ohio', '47', 'Fayette County'],
['39', 'Ohio', '49', 'Franklin County'],
['39', 'Ohio', '51', 'Fulton County'],
['39', 'Ohio', '53', 'Gallia County'],
['39', 'Ohio', '55', 'Geauga County'],
['39', 'Ohio', '57', 'Greene County'],
['39', 'Ohio', '59', 'Guernsey County'],
['39', 'Ohio', '61', 'Hamilton County'],
['39', 'Ohio', '63', 'Hancock County'],
['39', 'Ohio', '65', 'Hardin County'],
['39', 'Ohio', '67', 'Harrison County'],
['39', 'Ohio', '69', 'Henry County'],
['39', 'Ohio', '71', 'Highland County'],
['39', 'Ohio', '73', 'Hocking County'],
['39', 'Ohio', '75', 'Holmes County'],
['39', 'Ohio', '77', 'Huron County'],
['39', 'Ohio', '79', 'Jackson County'],
['39', 'Ohio', '81', 'Jefferson County'],
['39', 'Ohio', '83', 'Knox County'],
['39', 'Ohio', '85', 'Lake County'],
['39', 'Ohio', '87', 'Lawrence County'],
['39', 'Ohio', '89', 'Licking County'],
['39', 'Ohio', '91', 'Logan County'],
['39', 'Ohio', '93', 'Lorain County'],
['39', 'Ohio', '95', 'Lucas County'],
['39', 'Ohio', '97', 'Madison County'],
['39', 'Ohio', '99', 'Mahoning County'],
['39', 'Ohio', '101', 'Marion County'],
['39', 'Ohio', '103', 'Medina County'],
['39', 'Ohio', '105', 'Meigs County'],
['39', 'Ohio', '107', 'Mercer County'],
['39', 'Ohio', '109', 'Miami County'],
['39', 'Ohio', '111', 'Monroe County'],
['39', 'Ohio', '113', 'Montgomery County'],
['39', 'Ohio', '115', 'Morgan County'],
['39', 'Ohio', '117', 'Morrow County'],
['39', 'Ohio', '119', 'Muskingum County'],
['39', 'Ohio', '121', 'Noble County'],
['39', 'Ohio', '123', 'Ottawa County'],
['39', 'Ohio', '125', 'Paulding County'],
['39', 'Ohio', '127', 'Perry County'],
['39', 'Ohio', '129', 'Pickaway County'],
['39', 'Ohio', '131', 'Pike County'],
['39', 'Ohio', '133', 'Portage County'],
['39', 'Ohio', '135', 'Preble County'],
['39', 'Ohio', '137', 'Putnam County'],
['39', 'Ohio', '139', 'Richland County'],
['39', 'Ohio', '141', 'Ross County'],
['39', 'Ohio', '143', 'Sandusky County'],
['39', 'Ohio', '145', 'Scioto County'],
['39', 'Ohio', '147', 'Seneca County'],
['39', 'Ohio', '149', 'Shelby County'],
['39', 'Ohio', '151', 'Stark County'],
['39', 'Ohio', '153', 'Summit County'],
['39', 'Ohio', '155', 'Trumbull County'],
['39', 'Ohio', '157', 'Tuscarawas County'],
['39', 'Ohio', '159', 'Union County'],
['39', 'Ohio', '161', 'Van Wert County'],
['39', 'Ohio', '163', 'Vinton County'],
['39', 'Ohio', '165', 'Warren County'],
['39', 'Ohio', '167', 'Washington County'],
['39', 'Ohio', '169', 'Wayne County'],
['39', 'Ohio', '171', 'Williams County'],
['39', 'Ohio', '173', 'Wood County'],
['39', 'Ohio', '175', 'Wyandot County'],
['40', 'Oklahoma', '1', 'Adair County'],
['40', 'Oklahoma', '3', 'Alfalfa County'],
['40', 'Oklahoma', '5', 'Atoka County'],
['40', 'Oklahoma', '7', 'Beaver County'],
['40', 'Oklahoma', '9', 'Beckham County'],
['40', 'Oklahoma', '11', 'Blaine County'],
['40', 'Oklahoma', '13', 'Bryan County'],
['40', 'Oklahoma', '15', 'Caddo County'],
['40', 'Oklahoma', '17', 'Canadian County'],
['40', 'Oklahoma', '19', 'Carter County'],
['40', 'Oklahoma', '21', 'Cherokee County'],
['40', 'Oklahoma', '23', 'Choctaw County'],
['40', 'Oklahoma', '25', 'Cimarron County'],
['40', 'Oklahoma', '27', 'Cleveland County'],
['40', 'Oklahoma', '29', 'Coal County'],
['40', 'Oklahoma', '31', 'Comanche County'],
['40', 'Oklahoma', '33', 'Cotton County'],
['40', 'Oklahoma', '35', 'Craig County'],
['40', 'Oklahoma', '37', 'Creek County'],
['40', 'Oklahoma', '39', 'Custer County'],
['40', 'Oklahoma', '41', 'Delaware County'],
['40', 'Oklahoma', '43', 'Dewey County'],
['40', 'Oklahoma', '45', 'Ellis County'],
['40', 'Oklahoma', '47', 'Garfield County'],
['40', 'Oklahoma', '49', 'Garvin County'],
['40', 'Oklahoma', '51', 'Grady County'],
['40', 'Oklahoma', '53', 'Grant County'],
['40', 'Oklahoma', '55', 'Greer County'],
['40', 'Oklahoma', '57', 'Harmon County'],
['40', 'Oklahoma', '59', 'Harper County'],
['40', 'Oklahoma', '61', 'Haskell County'],
['40', 'Oklahoma', '63', 'Hughes County'],
['40', 'Oklahoma', '65', 'Jackson County'],
['40', 'Oklahoma', '67', 'Jefferson County'],
['40', 'Oklahoma', '69', 'Johnston County'],
['40', 'Oklahoma', '71', 'Kay County'],
['40', 'Oklahoma', '73', 'Kingfisher County'],
['40', 'Oklahoma', '75', 'Kiowa County'],
['40', 'Oklahoma', '77', 'Latimer County'],
['40', 'Oklahoma', '79', 'Le Flore County'],
['40', 'Oklahoma', '81', 'Lincoln County'],
['40', 'Oklahoma', '83', 'Logan County'],
['40', 'Oklahoma', '85', 'Love County'],
['40', 'Oklahoma', '87', 'McClain County'],
['40', 'Oklahoma', '89', 'McCurtain County'],
['40', 'Oklahoma', '91', 'McIntosh County'],
['40', 'Oklahoma', '93', 'Major County'],
['40', 'Oklahoma', '95', 'Marshall County'],
['40', 'Oklahoma', '97', 'Mayes County'],
['40', 'Oklahoma', '99', 'Murray County'],
['40', 'Oklahoma', '101', 'Muskogee County'],
['40', 'Oklahoma', '103', 'Noble County'],
['40', 'Oklahoma', '105', 'Nowata County'],
['40', 'Oklahoma', '107', 'Okfuskee County'],
['40', 'Oklahoma', '109', 'Oklahoma County'],
['40', 'Oklahoma', '111', 'Okmulgee County'],
['40', 'Oklahoma', '113', 'Osage County'],
['40', 'Oklahoma', '115', 'Ottawa County'],
['40', 'Oklahoma', '117', 'Pawnee County'],
['40', 'Oklahoma', '119', 'Payne County'],
['40', 'Oklahoma', '121', 'Pittsburg County'],
['40', 'Oklahoma', '123', 'Pontotoc County'],
['40', 'Oklahoma', '125', 'Pottawatomie County'],
['40', 'Oklahoma', '127', 'Pushmataha County'],
['40', 'Oklahoma', '129', 'Roger Mills County'],
['40', 'Oklahoma', '131', 'Rogers County'],
['40', 'Oklahoma', '133', 'Seminole County'],
['40', 'Oklahoma', '135', 'Sequoyah County'],
['40', 'Oklahoma', '137', 'Stephens County'],
['40', 'Oklahoma', '139', 'Texas County'],
['40', 'Oklahoma', '141', 'Tillman County'],
['40', 'Oklahoma', '143', 'Tulsa County'],
['40', 'Oklahoma', '145', 'Wagoner County'],
['40', 'Oklahoma', '147', 'Washington County'],
['40', 'Oklahoma', '149', 'Washita County'],
['40', 'Oklahoma', '151', 'Woods County'],
['40', 'Oklahoma', '153', 'Woodward County'],
['41', 'Oregon', '1', 'Baker County'],
['41', 'Oregon', '3', 'Benton County'],
['41', 'Oregon', '5', 'Clackamas County'],
['41', 'Oregon', '7', 'Clatsop County'],
['41', 'Oregon', '9', 'Columbia County'],
['41', 'Oregon', '11', 'Coos County'],
['41', 'Oregon', '13', 'Crook County'],
['41', 'Oregon', '15', 'Curry County'],
['41', 'Oregon', '17', 'Deschutes County'],
['41', 'Oregon', '19', 'Douglas County'],
['41', 'Oregon', '21', 'Gilliam County'],
['41', 'Oregon', '23', 'Grant County'],
['41', 'Oregon', '25', 'Harney County'],
['41', 'Oregon', '27', 'Hood River County'],
['41', 'Oregon', '29', 'Jackson County'],
['41', 'Oregon', '31', 'Jefferson County'],
['41', 'Oregon', '33', 'Josephine County'],
['41', 'Oregon', '35', 'Klamath County'],
['41', 'Oregon', '37', 'Lake County'],
['41', 'Oregon', '39', 'Lane County'],
['41', 'Oregon', '41', 'Lincoln County'],
['41', 'Oregon', '43', 'Linn County'],
['41', 'Oregon', '45', 'Malheur County'],
['41', 'Oregon', '47', 'Marion County'],
['41', 'Oregon', '49', 'Morrow County'],
['41', 'Oregon', '51', 'Multnomah County'],
['41', 'Oregon', '53', 'Polk County'],
['41', 'Oregon', '55', 'Sherman County'],
['41', 'Oregon', '57', 'Tillamook County'],
['41', 'Oregon', '59', 'Umatilla County'],
['41', 'Oregon', '61', 'Union County'],
['41', 'Oregon', '63', 'Wallowa County'],
['41', 'Oregon', '65', 'Wasco County'],
['41', 'Oregon', '67', 'Washington County'],
['41', 'Oregon', '69', 'Wheeler County'],
['41', 'Oregon', '71', 'Yamhill County'],
['42', 'Pennsylvania', '1', 'Adams County'],
['42', 'Pennsylvania', '3', 'Allegheny County'],
['42', 'Pennsylvania', '5', 'Armstrong County'],
['42', 'Pennsylvania', '7', 'Beaver County'],
['42', 'Pennsylvania', '9', 'Bedford County'],
['42', 'Pennsylvania', '11', 'Berks County'],
['42', 'Pennsylvania', '13', 'Blair County'],
['42', 'Pennsylvania', '15', 'Bradford County'],
['42', 'Pennsylvania', '17', 'Bucks County'],
['42', 'Pennsylvania', '19', 'Butler County'],
['42', 'Pennsylvania', '21', 'Cambria County'],
['42', 'Pennsylvania', '23', 'Cameron County'],
['42', 'Pennsylvania', '25', 'Carbon County'],
['42', 'Pennsylvania', '27', 'Centre County'],
['42', 'Pennsylvania', '29', 'Chester County'],
['42', 'Pennsylvania', '31', 'Clarion County'],
['42', 'Pennsylvania', '33', 'Clearfield County'],
['42', 'Pennsylvania', '35', 'Clinton County'],
['42', 'Pennsylvania', '37', 'Columbia County'],
['42', 'Pennsylvania', '39', 'Crawford County'],
['42', 'Pennsylvania', '41', 'Cumberland County'],
['42', 'Pennsylvania', '43', 'Dauphin County'],
['42', 'Pennsylvania', '45', 'Delaware County'],
['42', 'Pennsylvania', '47', 'Elk County'],
['42', 'Pennsylvania', '49', 'Erie County'],
['42', 'Pennsylvania', '51', 'Fayette County'],
['42', 'Pennsylvania', '53', 'Forest County'],
['42', 'Pennsylvania', '55', 'Franklin County'],
['42', 'Pennsylvania', '57', 'Fulton County'],
['42', 'Pennsylvania', '59', 'Greene County'],
['42', 'Pennsylvania', '61', 'Huntingdon County'],
['42', 'Pennsylvania', '63', 'Indiana County'],
['42', 'Pennsylvania', '65', 'Jefferson County'],
['42', 'Pennsylvania', '67', 'Juniata County'],
['42', 'Pennsylvania', '69', 'Lackawanna County'],
['42', 'Pennsylvania', '71', 'Lancaster County'],
['42', 'Pennsylvania', '73', 'Lawrence County'],
['42', 'Pennsylvania', '75', 'Lebanon County'],
['42', 'Pennsylvania', '77', 'Lehigh County'],
['42', 'Pennsylvania', '79', 'Luzerne County'],
['42', 'Pennsylvania', '81', 'Lycoming County'],
['42', 'Pennsylvania', '83', 'McKean County'],
['42', 'Pennsylvania', '85', 'Mercer County'],
['42', 'Pennsylvania', '87', 'Mifflin County'],
['42', 'Pennsylvania', '89', 'Monroe County'],
['42', 'Pennsylvania', '91', 'Montgomery County'],
['42', 'Pennsylvania', '93', 'Montour County'],
['42', 'Pennsylvania', '95', 'Northampton County'],
['42', 'Pennsylvania', '97', 'Northumberland County'],
['42', 'Pennsylvania', '99', 'Perry County'],
['42', 'Pennsylvania', '101', 'Philadelphia County'],
['42', 'Pennsylvania', '103', 'Pike County'],
['42', 'Pennsylvania', '105', 'Potter County'],
['42', 'Pennsylvania', '107', 'Schuylkill County'],
['42', 'Pennsylvania', '109', 'Snyder County'],
['42', 'Pennsylvania', '111', 'Somerset County'],
['42', 'Pennsylvania', '113', 'Sullivan County'],
['42', 'Pennsylvania', '115', 'Susquehanna County'],
['42', 'Pennsylvania', '117', 'Tioga County'],
['42', 'Pennsylvania', '119', 'Union County'],
['42', 'Pennsylvania', '121', 'Venango County'],
['42', 'Pennsylvania', '123', 'Warren County'],
['42', 'Pennsylvania', '125', 'Washington County'],
['42', 'Pennsylvania', '127', 'Wayne County'],
['42', 'Pennsylvania', '129', 'Westmoreland County'],
['42', 'Pennsylvania', '131', 'Wyoming County'],
['42', 'Pennsylvania', '133', 'York County'],
['44', 'Rhode Island', '1', 'Bristol County'],
['44', 'Rhode Island', '3', 'Kent County'],
['44', 'Rhode Island', '5', 'Newport County'],
['44', 'Rhode Island', '7', 'Providence County'],
['44', 'Rhode Island', '9', 'Washington County'],
['45', 'South Carolina', '1', 'Abbeville County'],
['45', 'South Carolina', '3', 'Aiken County'],
['45', 'South Carolina', '5', 'Allendale County'],
['45', 'South Carolina', '7', 'Anderson County'],
['45', 'South Carolina', '9', 'Bamberg County'],
['45', 'South Carolina', '11', 'Barnwell County'],
['45', 'South Carolina', '13', 'Beaufort County'],
['45', 'South Carolina', '15', 'Berkeley County'],
['45', 'South Carolina', '17', 'Calhoun County'],
['45', 'South Carolina', '19', 'Charleston County'],
['45', 'South Carolina', '21', 'Cherokee County'],
['45', 'South Carolina', '23', 'Chester County'],
['45', 'South Carolina', '25', 'Chesterfield County'],
['45', 'South Carolina', '27', 'Clarendon County'],
['45', 'South Carolina', '29', 'Colleton County'],
['45', 'South Carolina', '31', 'Darlington County'],
['45', 'South Carolina', '33', 'Dillon County'],
['45', 'South Carolina', '35', 'Dorchester County'],
['45', 'South Carolina', '37', 'Edgefield County'],
['45', 'South Carolina', '39', 'Fairfield County'],
['45', 'South Carolina', '41', 'Florence County'],
['45', 'South Carolina', '43', 'Georgetown County'],
['45', 'South Carolina', '45', 'Greenville County'],
['45', 'South Carolina', '47', 'Greenwood County'],
['45', 'South Carolina', '49', 'Hampton County'],
['45', 'South Carolina', '51', 'Horry County'],
['45', 'South Carolina', '53', 'Jasper County'],
['45', 'South Carolina', '55', 'Kershaw County'],
['45', 'South Carolina', '57', 'Lancaster County'],
['45', 'South Carolina', '59', 'Laurens County'],
['45', 'South Carolina', '61', 'Lee County'],
['45', 'South Carolina', '63', 'Lexington County'],
['45', 'South Carolina', '65', 'McCormick County'],
['45', 'South Carolina', '67', 'Marion County'],
['45', 'South Carolina', '69', 'Marlboro County'],
['45', 'South Carolina', '71', 'Newberry County'],
['45', 'South Carolina', '73', 'Oconee County'],
['45', 'South Carolina', '75', 'Orangeburg County'],
['45', 'South Carolina', '77', 'Pickens County'],
['45', 'South Carolina', '79', 'Richland County'],
['45', 'South Carolina', '81', 'Saluda County'],
['45', 'South Carolina', '83', 'Spartanburg County'],
['45', 'South Carolina', '85', 'Sumter County'],
['45', 'South Carolina', '87', 'Union County'],
['45', 'South Carolina', '89', 'Williamsburg County'],
['45', 'South Carolina', '91', 'York County'],
['46', 'South Dakota', '3', 'Aurora County'],
['46', 'South Dakota', '5', 'Beadle County'],
['46', 'South Dakota', '7', 'Bennett County'],
['46', 'South Dakota', '9', 'Bon Homme County'],
['46', 'South Dakota', '11', 'Brookings County'],
['46', 'South Dakota', '13', 'Brown County'],
['46', 'South Dakota', '15', 'Brule County'],
['46', 'South Dakota', '17', 'Buffalo County'],
['46', 'South Dakota', '19', 'Butte County'],
['46', 'South Dakota', '21', 'Campbell County'],
['46', 'South Dakota', '23', 'Charles Mix County'],
['46', 'South Dakota', '25', 'Clark County'],
['46', 'South Dakota', '27', 'Clay County'],
['46', 'South Dakota', '29', 'Codington County'],
['46', 'South Dakota', '31', 'Corson County'],
['46', 'South Dakota', '33', 'Custer County'],
['46', 'South Dakota', '35', 'Davison County'],
['46', 'South Dakota', '37', 'Day County'],
['46', 'South Dakota', '39', 'Deuel County'],
['46', 'South Dakota', '41', 'Dewey County'],
['46', 'South Dakota', '43', 'Douglas County'],
['46', 'South Dakota', '45', 'Edmunds County'],
['46', 'South Dakota', '47', 'Fall River County'],
['46', 'South Dakota', '49', 'Faulk County'],
['46', 'South Dakota', '51', 'Grant County'],
['46', 'South Dakota', '53', 'Gregory County'],
['46', 'South Dakota', '55', 'Haakon County'],
['46', 'South Dakota', '57', 'Hamlin County'],
['46', 'South Dakota', '59', 'Hand County'],
['46', 'South Dakota', '61', 'Hanson County'],
['46', 'South Dakota', '63', 'Harding County'],
['46', 'South Dakota', '65', 'Hughes County'],
['46', 'South Dakota', '67', 'Hutchinson County'],
['46', 'South Dakota', '69', 'Hyde County'],
['46', 'South Dakota', '71', 'Jackson County'],
['46', 'South Dakota', '73', 'Jerauld County'],
['46', 'South Dakota', '75', 'Jones County'],
['46', 'South Dakota', '77', 'Kingsbury County'],
['46', 'South Dakota', '79', 'Lake County'],
